review_id,restaurant_id,restaurant,text,date,language
eSld6BCsNY36U13Gq3AT5g,SjQ3llg18UaJuQddi0nxKQ,Il Bocconcino,Wait staff were wonderful and attentive. We had 3 diff pastas - Ravioli was delicious as was the Duck ragout. Great wine selection - the Rose was lovely!,2024-08-31 12:50:58,en
gMOqyRSgNXYt_VF5-3KaAw,SjQ3llg18UaJuQddi0nxKQ,Il Bocconcino,Really wonderful food! Authentic Italian food! They were very accommodating for a party of 8 walk-in. Food came out in a timely manner service was...,2024-08-25 06:13:53,en
JjnUYoiMB1aNCZhjIUBOSg,SjQ3llg18UaJuQddi0nxKQ,Il Bocconcino,Great service since the moment we walked through the door. Pietro was a fantastic waiter. I had the truffle carbonara and my husband had the Tagliolini with...,2024-07-27 11:28:19,en
f8bzxm0cezqtH2y4VgYLmw,93hYwSDA6hpCqeZUXW2m2g,Taverna Lucifero,Amazing food! Wonderful service what a treat! The owner took wonderful care of us one of the better meals I have ever had.,2024-09-19 09:24:50,en
zxPt0ZtBn2p54DJ9yTIvFw,93hYwSDA6hpCqeZUXW2m2g,Taverna Lucifero,If you are ever in Rome you have to eat at this restaurant. We only had three nights in Rome and we ate two of the nights at Taverna Lucifero. We met a cute...,2024-07-18 08:34:51,en
gVn9ewfJ68ZjPd_l_834pg,93hYwSDA6hpCqeZUXW2m2g,Taverna Lucifero,Love anything truffle so when we found this place had to check it out.    We started with veggies and buffalo mozzarella and tomato both were fresh and...,2023-10-13 00:19:52,en
nhfeIDjdkdjHmvA5ZvZSpA,6fKmK5pAGCgZBnP_HBH_Eg,Two Sizes,Did someone say yummy tiramisu? And for a very good price? Yes I'll take two... thank you very much!Two Sizes has one of the best tiramisus that I have...,2024-08-16 17:28:14,en
G-zsqLPjKHMjm5FAh0VYaQ,6fKmK5pAGCgZBnP_HBH_Eg,Two Sizes,What a totally unassuming and deceptive name for quite possibly the best tiramisu ever?The line seems daunting wrapped around the corner about 40 deep on...,2024-07-04 22:04:20,en
nDjCkrTCigZvCLltTumBKg,6fKmK5pAGCgZBnP_HBH_Eg,Two Sizes,The Two Sizes dessert shop is probably the most popular place for tiramisu they literally serve large and small sizes for all their tiramisu cups. The...,2024-12-17 01:21:14,en
pNbdc-T-2TFeD2Tl6xStXw,octth9x6lTlKxiyRxmErcg,Le Tavernelle,We made reservations and when we arrived we were promptly seated. I requested seating outside and was disappointed none was available so they sat us inside...,2024-09-25 23:09:47,en
ih6WyuERtAQsuKr6o4a1gw,octth9x6lTlKxiyRxmErcg,Le Tavernelle,Rome Italy... Very good reasonably priced... great staff. We were there on a Friday evening... only go in because we had a Resi... luckily their website...,2024-03-09 13:30:03,en
l7Xd1fWgnJ1ZU2FqdRuB-g,octth9x6lTlKxiyRxmErcg,Le Tavernelle,Absolutely amazing and the best food we had in Rome. Staff was hard working and very attentive. They remembered my wife's birthday and was very...,2024-07-29 14:52:26,en
S9hfTAxMgo5yJ9r2cD9Pgg,npxRjMtNY8t5BRD3WGMwgQ,Sette Oche,The food was absolutely delicious. The service was on point and the waiters were very eager to help with the language barriers. Everything came out quickly....,2024-10-18 14:39:02,en
9CCgSBh5yFQlNJufcs83kA,npxRjMtNY8t5BRD3WGMwgQ,Sette Oche,Charming pizzeria in the heart of the Trastevere neighborhood. I enjoyed a beautiful fresh salad with spinach arugula pears walnuts and fresh ricotta...,2024-12-03 03:15:16,en
6y02Dbn_cHCE40s6xSd-Sw,npxRjMtNY8t5BRD3WGMwgQ,Sette Oche,Easy to find and near another restaurant with an hour wait or more  this place is a family owned Italian restaurant that needs more love.  With great...,2024-03-18 13:06:50,en
R5RhO80Z9g4GAcO_a-Xi6w,Ke4mCauu9WCXpkCAzfv-Pg,Brunello,Light foods were good but I was disappointed in the service and the quality of cocktails. I was unable to get a decent martini despite describing how to...,2021-11-08 09:47:24,en
FOSlSpDJG91VKzD4RvHBRw,Ke4mCauu9WCXpkCAzfv-Pg,Brunello,We were staying at this hotel and decided to have lunch here. It was exquisite albeit pricey. However I think if you're staying at this hotel or in the...,2019-03-13 10:59:44,en
DEnw7wxKnRyQNY6WEK-SlQ,Ke4mCauu9WCXpkCAzfv-Pg,Brunello,I recently spent a couple nights in the hotel attached to this restaurant.  My experiences in the restaurant were great.  Not only did I receive the items...,2019-06-18 10:50:16,en
RG_OXaO7EU0lu5Ks00s2nA,w2D3hmHQcKO6wfydYLAb8g,La Pergola,The view is very pretty that shows the city of Rome. I was so excited to come here as it was my husband's birthday and we were on an our honeymoon. I find...,2024-08-10 10:34:05,en
lqyHRUIl4jWfEMaM6L33ww,w2D3hmHQcKO6wfydYLAb8g,La Pergola,Even more magnificent after almost ten months of renovations. The space is more open modern spectacular. Of course the incredible view of Rome from Monti...,2024-06-24 08:31:05,en
paH87Jx6UbAqso-G8v34EQ,w2D3hmHQcKO6wfydYLAb8g,La Pergola,My wife and I had dinner here last night to wrap up our Rome trip.  We came in with high expectations given this was our first 3-star Michelin experience....,2023-05-31 21:53:37,en
3lzAePs8AVqJ9OX6RwIPLg,HCEvMaPzKioEsis74-AmtQ,Antica Boheme,"We struggled to find ""authentic"" and ""non-touristy"" Italian restaurants in Rome.  We tried the trick of walking a few blocks away from the main tourist...",2024-06-30 12:44:11,en
MV19Lw9y9jjsmkg8W31tNQ,HCEvMaPzKioEsis74-AmtQ,Antica Boheme,We found this restaurant on Yelp and it was fantastic. Truly a local place we were the only non residents there. Service was great food was authentic and...,2024-12-17 00:57:22,en
mvHv_8ZoRzmy1PdKombeyw,HCEvMaPzKioEsis74-AmtQ,Antica Boheme,The waiters were kind and the tomatoes on the tomato bruschetta were very flavorful. However the whole plate was swimming in so much olive oil that my...,2023-12-25 14:45:39,en
sjQAFaWrVj0bKgvnTE69ZQ,BDRmQbb9ptRCoqv6bkPHcw,La Cicala e La Formica,We came two times and the owner is really nice and sweet really not pushy and eager for new clients. The food is excellente and the drinks are always...,2024-07-19 11:51:39,en
pzuYnpvqozfFfENHoXlMnA,BDRmQbb9ptRCoqv6bkPHcw,La Cicala e La Formica,Nice cozy restaurant to enjoy an evening meal. Staff was good with an older gentleman as our waiter who was super friendly and a little funny. They...,2024-06-03 13:50:32,en
Hpy2EyBrWQiKaCa14ms0PQ,BDRmQbb9ptRCoqv6bkPHcw,La Cicala e La Formica,This place was recommended by a friend living in Italy. My husband and I are both Itlaian but from a different area. The food was excellent and the host...,2023-08-14 06:43:00,en
rnGvquzhRyYaEdI2Ug4Nvg,MtnKUDm2a9PckD_qnEAE5w,Roscioli,As small place to grab a bite to go. So worth the stop.  Service was fast. Food was amazing.,2024-11-29 23:52:39,en
Q-PlRHQ_Tg7IgKn66as7wg,MtnKUDm2a9PckD_qnEAE5w,Roscioli,Pasta is to die for! Atmosphere may have been better. Surrounded by wine bottles with excellent service. A must visit when in Rome. Be sure to make a...,2024-09-26 14:26:32,en
xokYhTQyUEltVbOtiagCaA,MtnKUDm2a9PckD_qnEAE5w,Roscioli,We came in and out for some of their highly rated pizza. The pizzas didn't disappoint. They have a small seating area outside but there's places to sit on...,2024-11-05 12:19:57,en
mIZYc2VjADgbbDrQ5DdeXA,t7EJ2_aSil1ZUMjBqF0oAQ,Diadema,Pasta was great. The restaurant was very nice-- clean and calm inside. Very enjoyable for dinner. We had wine recommendations from our server based on our...,2024-10-06 06:19:44,en
Pnz6tkO7PR0w5gLMkaYE1w,t7EJ2_aSil1ZUMjBqF0oAQ,Diadema,Lovely street side dining.  Large portions abounds.  We had Cacio cheese and pepper pasta bolognese fettuccine and risotto with asparagus and salmon. We...,2024-05-25 13:34:05,en
_-GaES8IErqGhrVgl-Xp7Q,t7EJ2_aSil1ZUMjBqF0oAQ,Diadema,While there were many American customers and the prices were a bit high it was not a tourist trap. We loved the food the service and the atmosphere....,2024-09-17 21:30:55,en
cs6irqocqYp5VHlwsUTLPQ,CZXe6TRErDZ63v3vayujNQ,Culinaria,Every part of this experience was fantastic. Bernardo and Cassandra who own Culinaria were so warm and welcoming. Even though we showed up at 1020pm...,2024-07-26 14:39:24,en
wGJ3MDve7yobzHMbKeo5cw,CZXe6TRErDZ63v3vayujNQ,Culinaria,Best Italian food Near Rome Termini!Huge massive portions. Every dish is large enough to be a single meal. Even the appetizers. We didn't realize the size...,2022-04-22 02:15:07,en
6FZfE6S8Ij8CiaR0SZ-8gg,CZXe6TRErDZ63v3vayujNQ,Culinaria,Would recommend. Server is so nice. Good was amazing. The pasta Roma was a little heavy on the cheese. Great atmosphere,2024-01-19 10:43:37,en
1wF1_piFIULBMEj9Dj6mjA,zkzU1Vgh5uz6ZxFAXkOtzg,The Library Bistrot,Visiting Rome as a college student from New York! My boyfriend and I came here on a Thursday night. We made our reservation only 4 days before and we were...,2014-10-23 17:07:22,en
O-IIp2Fw9iZxNZ545xHDkA,zkzU1Vgh5uz6ZxFAXkOtzg,The Library Bistrot,If you're looking for quintessential European charm then you must try The Library. This little restaurant tucked down an alley is a wonderful respite from...,2013-04-26 09:29:27,en
0RQOjOCJuUSW-LRvu47CJA,zkzU1Vgh5uz6ZxFAXkOtzg,The Library Bistrot,On a trip to Italy 4 years ago myself and Fiona celebrated our engagement with a dinner at this restaurant. We returned to Italy this year and were due to...,2012-09-07 05:36:17,en
ow7PyBDEZlmDOU7bTUfLHQ,tg-OczI-ASlUsWmnlGcGBw,Ambrosia Rooftop Restaurant & Bar,Love the Food and Location.. located in the heart of the city 15 min walk to the Trevi Fountain.,2024-11-18 23:39:54,en
7Bh0MdPWYyMa9GAoCIVJiA,tg-OczI-ASlUsWmnlGcGBw,Ambrosia Rooftop Restaurant & Bar,I saved this experience for my last night in Rome. The food was excellent - modern Italian the service was good. Dining al fresco on the room as the sun...,2024-07-20 09:44:34,en
kQUS6pDWsd9jYguZZnLwYg,tg-OczI-ASlUsWmnlGcGBw,Ambrosia Rooftop Restaurant & Bar,We had enjoyed the rooftop bar at Hotel Artemis and decided to try Ambrosia the rooftop restaurant for dinner. The restaurant was booked for for our first...,2024-10-20 19:45:47,en
9MkEbtv5N01SfZUoN9ZZVA,oNh0ac3ZmZ-NNYSAjbvspw,Trattoria Cecio,It's located pretty close to the Roma terminal so it's catering to tourists. We didn't make a reservation and we got seated right away.The one good thing...,2024-10-21 02:16:36,en
gU7gXBd6lk1L3hCwGklFhA,oNh0ac3ZmZ-NNYSAjbvspw,Trattoria Cecio,The food was excellent. House white wine was great. Service was excellent. Ambiance was nice.Ate there our first of 2 nights stay and almost went back...,2024-07-02 01:02:03,en
LHOV0BbaIKwcDAkTarUEwQ,oNh0ac3ZmZ-NNYSAjbvspw,Trattoria Cecio,Finally found a place in Rome I would come back to. Unfortunately this was my last night in Rome. It's a small place without many tables half of which are...,2024-05-22 13:00:55,en
bqzDodEozTdlTEj8oDFLAg,q_Ggxi5VjHSdXSEIlTPI2A,Pasta e Vino,This place was very good. I would say it's a bit touristy which I was hoping to avoid. But the food was still very good and I liked that you saw they...,2024-09-21 10:03:03,en
pf3l0VCaa-Eb3tAu2bAziQ,q_Ggxi5VjHSdXSEIlTPI2A,Pasta e Vino,Ventured out of my favorite area in Rome last night to try this place. The service is excellent with no reservations was able to snag a table. There was a...,2024-08-07 00:16:37,en
9ASo1q8XDkJHlw16VdZ8TQ,q_Ggxi5VjHSdXSEIlTPI2A,Pasta e Vino,Service Impeccable Ambiance Brava! The woman making our fresh pasta in the window was chef's kiss.The food was one if the best meals we had in all of...,2024-09-16 05:26:57,en
_yTb6qlJmRwjjqTlnv6Ifg,79yyFvYulKGGCPUx0GBCLQ,Nannarella,A beautiful awesome day amazing people of the world. Today we have another segment of eff around and find out in different cities of the world. Which brings...,2024-09-24 16:19:55,en
MQvRuO20IBKNXRfwXef2qA,79yyFvYulKGGCPUx0GBCLQ,Nannarella,134 reviews and 4.5 star rating as of the writing of this review and it's well deserved!! While abroad pulled up my trusty yelp app and quickly found this...,2024-05-13 21:25:28,en
8zMoH0Ctizx-UO0f3gqeDQ,79yyFvYulKGGCPUx0GBCLQ,Nannarella,This restaurant immediately caught our eye with its 4.7 Google review and nice location on a piazza. We walked in and were seated with after a short 10...,2024-10-12 04:00:52,en
5tZHfeKqIBq0j1mwbdPHuw,QHyaV-YqmZILaHNFYsaxPA,Iari The Vino,This restaurant was recommended to us by our air bnb. It was fabulous. We went on a Monday night and it was quite busy. I would recommend reservations of...,2024-09-30 12:46:52,en
zGOg4WTzDK8zS-vv6vtr0A,QHyaV-YqmZILaHNFYsaxPA,Iari The Vino,My fav pasta experience in Italy. If you get carbonara anywhere this is the spot to get it. Creamy salty and most importantly tasty as heck. We got...,2024-08-16 18:16:23,en
DShfiswhrxMcc_7CwVBsFQ,QHyaV-YqmZILaHNFYsaxPA,Iari The Vino,We were looking for a place to eat lunch after our Colosseum visit and wanted something away from the main Piazza del Colosseo so we walked about 6 min...,2024-11-08 14:57:56,en
0fOITnmB4an6-kXDMW7mvA,ZNblRQo_yASzVkRPgN7y_A,Edy,Went here for a chill dinner the chicken was nothing special it was supposed to be spicy but it was just normal grilled chicken. Besides that the food was...,2024-11-20 11:14:45,en
ize423nP9W5r9qvYIPmqbQ,ZNblRQo_yASzVkRPgN7y_A,Edy,We loved this spot in Rome. It is down a quiet alley. So we grabbed a table outside for lunch and enjoyed the atmosphere. It is a family run restaurant....,2023-11-20 03:47:57,en
TarUEYiHXQ1aZ7TDyZGOcg,ZNblRQo_yASzVkRPgN7y_A,Edy,Food was amazing wonderful family who runs it. We enjoyed a great bottle of Lambrusco with our pasta lunch. Definitely would head there again if in Rome.,2024-09-30 15:48:49,en
Cf1O16iZXNiiqouo2EMl8w,NOHvG4ipWNsC8AN8nZ5fnA,Rifugio Romano,Huge diverse menu of vegan Italian food. The pasta carbonara seafood and saffron arancini and tomato bruschetta were my faves. The spaghetti with tomato...,2024-07-04 11:48:56,en
bMQt3QyH_Ole5uVDQXYPAg,NOHvG4ipWNsC8AN8nZ5fnA,Rifugio Romano,As a vegan family traveling to Rome we were so excited to eat at Rifugio Romano and to celebrate my 13 year old's birthday there. We had 48 hours in the...,2024-11-03 11:13:16,en
W4qSyQBnBiCG4-ka0qsqIA,NOHvG4ipWNsC8AN8nZ5fnA,Rifugio Romano,Service was very slow and worst I've experienced while in Rome it was very obvious they favored localsthey checked on every table consistently but my...,2024-11-02 15:24:22,en
A8YFF9hrbufScb8ZrDGyHQ,yhkCHMLN4MKLOo1GavN7mg,Zero Settenta Cinque,PROS--kind and friendly staff welcoming to travelers--cool setting lots to look at inside and outdoor cafe looking at the circus maximus--lasagna so...,2024-03-14 04:01:38,en
1c5s13-4Acx246s3bSW9xw,yhkCHMLN4MKLOo1GavN7mg,Zero Settenta Cinque,While lost walking in the streets of Rome I really do enjoy my walking adventures  we found thisPlace it look it was going to rain so we decided to get...,2020-03-05 03:41:15,en
